species_name,sample 1,sample 2,core_diff,core_len,core_len_4D,core_len_1D,core_diff_4D,core_diff_1D,clonal_n,clonal_m,clonal_nn,clonal_mut_n,clonal_mut_m,clonal_mut_nn
Lachnospiraceae_bacterium_51870,700105049,700164159,454,1902543,267137,1241590,142,174,199032,3518625,7113,4,170,0
Lachnospiraceae_bacterium_51870,700105049,700172555,1065,1909903,268058,1246302,340,379,199913,3531853,7140,1,378,0
Lachnospiraceae_bacterium_51870,700105049,ERR912045,600,1916022,268940,1250325,196,229,200511,3543282,7182,4,224,1
Lachnospiraceae_bacterium_51870,700105049,ERR912201,411,1914370,268734,1249241,125,161,200339,3540220,7164,1,160,0
Lachnospiraceae_bacterium_51870,700105049,pluto3-11-30-0_,428,1914281,268653,1249183,131,164,200337,3540036,7176,3,161,0
Lachnospiraceae_bacterium_51870,700111296,700117828,195,1917959,269496,1251842,67,73,200603,3547750,7173,0,73,0
Lachnospiraceae_bacterium_51870,700111296,700164159,266,1912283,268748,1248163,88,96,199960,3537368,7161,2,94,0
Lachnospiraceae_bacterium_51870,700111296,700172555,1158,1910555,268404,1246990,360,418,199859,3533971,7140,1,417,0
Lachnospiraceae_bacterium_51870,700111296,ERR912045,454,1917438,269404,1251529,156,165,200558,3546856,7173,2,162,1
Lachnospiraceae_bacterium_51870,700111296,ERR912201,382,1916489,269267,1250886,113,145,200486,3545011,7161,1,144,0
Lachnospiraceae_bacterium_51870,700111296,pluto3-11-30-0_,276,1915401,269043,1250169,81,110,200366,3542959,7182,1,109,0
Lachnospiraceae_bacterium_51870,700117828,700164159,95,1918336,269490,1251958,27,39,200645,3548071,7158,2,37,0
Lachnospiraceae_bacterium_51870,700117828,700165263,1469,1898309,266812,1238832,479,502,198366,3511089,7041,2,500,0
Lachnospiraceae_bacterium_51870,700117828,700172393,1271,1922558,270024,1254590,410,458,201084,3555537,7149,2,456,0
Lachnospiraceae_bacterium_51870,700117828,700172555,1172,1923861,270133,1255465,373,417,201314,3557902,7179,1,416,0
Lachnospiraceae_bacterium_51870,700117828,ERR912045,345,1931203,271221,1260295,122,126,202049,3571618,7218,2,123,1
Lachnospiraceae_bacterium_51870,700117828,ERR912201,216,1930000,271076,1259496,55,87,201932,3569350,7206,1,86,0
Lachnospiraceae_bacterium_51870,700117828,pluto3-11-30-0_,135,1929318,270881,1259033,30,60,201872,3568000,7227,1,59,0
Lachnospiraceae_bacterium_51870,700164159,700172555,1170,1910168,268264,1246614,377,417,199834,3532886,7122,3,414,0
Lachnospiraceae_bacterium_51870,700164159,ERR912045,409,1917681,269373,1251563,144,146,200591,3546937,7161,4,141,1
Lachnospiraceae_bacterium_51870,700164159,ERR912201,285,1916459,269222,1250746,76,111,200471,3544618,7149,3,108,0
Lachnospiraceae_bacterium_51870,700164159,pluto3-11-30-0_,207,1915748,269026,1250269,51,85,200417,3543223,7167,3,82,0
Lachnospiraceae_bacterium_51870,700165263,700172393,1385,1896320,266514,1237537,451,483,198163,3507422,7026,2,481,0
Lachnospiraceae_bacterium_51870,700165263,ERR912201,1415,1896644,266563,1237764,467,477,198222,3508026,7044,1,476,0
Lachnospiraceae_bacterium_51870,700172393,700172555,1158,1918739,269434,1252102,348,449,200743,3548414,7149,1,448,0
Lachnospiraceae_bacterium_51870,700172393,ERR912020,1004,1916795,269260,1250818,283,397,200427,3544902,7125,6,390,1
Lachnospiraceae_bacterium_51870,700172393,ERR912087,971,1921824,269912,1254127,285,382,201019,3554210,7152,4,378,0
Lachnospiraceae_bacterium_51870,700172393,ERR912129,1111,1915634,268974,1250038,327,428,200354,3542641,7119,2,425,1
Lachnospiraceae_bacterium_51870,700172393,ERR912152,993,1913981,268957,1249069,272,409,200114,3539965,7128,8,400,1
Lachnospiraceae_bacterium_51870,700172393,ERR912168,1208,1919670,269628,1252704,366,455,200766,3550224,7122,3,452,0
Lachnospiraceae_bacterium_51870,700172555,ERR912045,1244,1923634,270074,1255330,383,471,201312,3557490,7188,3,467,1
Lachnospiraceae_bacterium_51870,700172555,ERR912201,1172,1922364,269916,1254509,374,421,201189,3555159,7179,0,421,0
Lachnospiraceae_bacterium_51870,700172555,pluto3-11-30-0_,1166,1921874,269774,1254180,366,414,201140,3554212,7188,2,412,0
Lachnospiraceae_bacterium_51870,SRR413622,SRR413623,1275,1914587,269056,1249464,384,459,200129,3541153,7110,3,455,1
Lachnospiraceae_bacterium_51870,SRR413623,ERR912052,1065,1916008,269188,1250406,320,444,200358,3543753,7107,5,438,1
Lachnospiraceae_bacterium_51870,SRR413623,ERR912168,1356,1918363,269470,1251904,411,500,200614,3547991,7107,3,496,1
Lachnospiraceae_bacterium_51870,ERR912020,ERR912087,1153,1918233,269469,1251769,346,420,200597,3547564,7146,6,413,1
Lachnospiraceae_bacterium_51870,ERR912020,ERR912129,1084,1912774,268628,1248151,330,400,200022,3537315,7116,6,394,0
Lachnospiraceae_bacterium_51870,ERR912020,ERR912152,468,1914935,269105,1249703,147,188,200219,3541762,7128,7,181,0
Lachnospiraceae_bacterium_51870,ERR912020,ERR912168,911,1919378,269566,1252518,245,364,200737,3549698,7119,5,358,1
Lachnospiraceae_bacterium_51870,ERR912045,ERR912201,519,1929953,271030,1259497,168,192,201958,3569324,7209,3,188,1
Lachnospiraceae_bacterium_51870,ERR912045,pluto3-11-30-0_,458,1929187,270835,1258971,145,173,201885,3567795,7233,3,169,1
Lachnospiraceae_bacterium_51870,ERR912052,ERR912152,1426,1910216,268433,1246627,434,554,199713,3533073,7095,11,542,1
Lachnospiraceae_bacterium_51870,ERR912055,ERR912168,1289,1918084,269347,1251644,410,428,200644,3547196,7092,7,421,0
Lachnospiraceae_bacterium_51870,ERR912066,ERR912107,421,1899007,266666,1239329,133,157,198540,3512376,7071,1,156,0
Lachnospiraceae_bacterium_51870,ERR912066,ERR912152,1064,1893147,265986,1235570,318,438,197812,3501842,7056,8,430,0
Lachnospiraceae_bacterium_51870,ERR912087,ERR912129,1169,1917329,269221,1251153,364,429,200561,3545755,7143,2,426,1
Lachnospiraceae_bacterium_51870,ERR912087,ERR912152,1063,1915345,269156,1249964,315,394,200278,3542468,7146,9,384,1
Lachnospiraceae_bacterium_51870,ERR912087,ERR912168,1195,1920986,269797,1253577,360,435,200924,3552670,7137,5,430,0
Lachnospiraceae_bacterium_51870,ERR912107,ERR912152,1036,1892032,265826,1234838,316,417,197731,3499742,7041,9,408,0
Lachnospiraceae_bacterium_51870,ERR912129,ERR912152,1007,1910060,268346,1246458,316,377,199723,3532535,7116,7,370,0
Lachnospiraceae_bacterium_51870,ERR912129,ERR912168,1009,1915482,268941,1249923,312,383,200342,3542314,7113,3,379,1
Lachnospiraceae_bacterium_51870,ERR912152,ERR912168,866,1916435,269250,1250683,248,346,200411,3544519,7119,7,338,1
Lachnospiraceae_bacterium_51870,ERR912201,pluto3-11-30-0_,329,1927822,270663,1258075,79,133,201749,3565261,7215,2,131,0
