species_name,sample 1,sample 2,core_diff,core_len,core_len_4D,core_len_1D,core_diff_4D,core_diff_1D,clonal_n,clonal_m,clonal_nn,clonal_mut_n,clonal_mut_m,clonal_mut_nn
Bacteroides_uniformis_57318,700024509,700038546,28,973437,145050,634731,6,18,84658,1815671,3864,1,17,0
Bacteroides_uniformis_57318,700024509,700097906,37,983506,146474,641175,7,24,85528,1834121,3876,1,23,0
Bacteroides_uniformis_57318,700024509,700106754,39,977372,145797,637306,6,27,84832,1823222,3864,2,25,0
Bacteroides_uniformis_57318,700024509,700113975,43,980422,146349,639233,7,30,85079,1828783,3837,3,27,0
Bacteroides_uniformis_57318,700024509,700161429,27,984272,146631,641787,6,14,85456,1836077,3828,2,12,0
Bacteroides_uniformis_57318,700024509,700161872,39,973664,145387,634768,9,24,84579,1815900,3825,2,22,0
Bacteroides_uniformis_57318,700033153,700095717,32,1357536,203363,885015,0,26,116849,2533276,4920,1,25,0
Bacteroides_uniformis_57318,700033153,700097837,43,1357700,203560,885104,8,29,116778,2533728,4806,6,23,0
Bacteroides_uniformis_57318,700033153,700105153,26,1332391,199422,868561,3,19,114704,2486143,4836,1,18,0
Bacteroides_uniformis_57318,700033153,700105312,23,1360275,203821,886813,2,16,117012,2538522,4905,2,14,0
Bacteroides_uniformis_57318,700033153,700120753,21,1367193,204952,891327,1,15,117517,2551598,4866,1,14,0
Bacteroides_uniformis_57318,700033201,ERR912084,26,985045,147170,642284,5,18,85377,1837614,3861,1,17,0
Bacteroides_uniformis_57318,700034166,ERR912002,38,947284,141573,617682,3,26,82173,1767246,3627,2,24,0
Bacteroides_uniformis_57318,700034166,ERR912033,34,940815,140697,613552,6,20,81533,1755481,3642,2,18,0
Bacteroides_uniformis_57318,700037405,700038546,37,971438,145019,633349,8,25,84163,1811960,3924,0,25,0
Bacteroides_uniformis_57318,700037405,700097906,52,971788,145026,633409,11,34,84268,1812059,3900,0,34,0
Bacteroides_uniformis_57318,700037405,700106754,52,972013,145257,633744,12,34,84094,1813244,3894,1,33,0
Bacteroides_uniformis_57318,700037405,700113975,54,973627,145676,634698,11,37,84170,1816033,3891,2,35,0
Bacteroides_uniformis_57318,700037405,700161429,41,974201,145475,635083,11,23,84237,1817163,3849,1,22,0
Bacteroides_uniformis_57318,700037405,700161872,48,971153,145255,633141,12,30,84079,1811456,3888,1,29,0
Bacteroides_uniformis_57318,700037967,700161342,24,999678,148932,651918,4,12,86681,1865266,3807,0,12,0
Bacteroides_uniformis_57318,700038386,700106876,31,905498,133856,590256,5,22,79511,1687672,3585,1,21,0
Bacteroides_uniformis_57318,700038546,700097906,46,1004198,149726,654722,7,32,87285,1872906,3975,0,32,0
Bacteroides_uniformis_57318,700038546,700106754,43,1002961,149704,654057,6,31,86999,1871200,3972,1,30,0
Bacteroides_uniformis_57318,700038546,700113975,46,1003515,149906,654393,7,34,86999,1872229,3951,2,32,0
Bacteroides_uniformis_57318,700038546,700161429,35,1004910,149831,655256,8,20,87138,1874685,3945,1,19,0
Bacteroides_uniformis_57318,700038546,700161872,41,1002083,149672,653447,7,28,86924,1869454,3963,1,27,0
Bacteroides_uniformis_57318,700095717,700097837,51,1362274,204550,888225,8,37,117017,2542804,4854,5,32,0
Bacteroides_uniformis_57318,700095717,700105153,34,1334361,200008,870012,3,27,114776,2490418,4842,0,27,0
Bacteroides_uniformis_57318,700095717,700105312,31,1364047,204636,889476,2,24,117206,2546284,4938,1,23,0
Bacteroides_uniformis_57318,700095717,700120753,33,1373774,206264,895824,1,27,117986,2564578,4908,0,27,0
Bacteroides_uniformis_57318,700097837,700105153,40,1335599,200314,870786,9,27,114850,2492750,4758,5,22,0
Bacteroides_uniformis_57318,700097837,700105312,42,1365911,205137,890648,10,27,117302,2549812,4830,6,21,0
Bacteroides_uniformis_57318,700097837,700120753,44,1374569,206598,896267,9,30,117912,2566080,4809,5,25,0
Bacteroides_uniformis_57318,700097906,700106754,57,1004088,149805,654678,9,39,87158,1872934,3942,1,38,0
Bacteroides_uniformis_57318,700097906,700113975,50,1005598,150159,655578,8,36,87254,1875532,3948,2,34,0
Bacteroides_uniformis_57318,700097906,700161429,39,1018743,151891,664185,9,22,88369,1900244,3942,1,21,0
Bacteroides_uniformis_57318,700097906,700161872,43,1003803,149898,654425,8,28,87126,1872213,3936,1,27,0
Bacteroides_uniformis_57318,700098429,ERR912122,26,1003367,149582,654154,6,18,87209,1871341,3912,1,17,0
Bacteroides_uniformis_57318,700105049,ERR912001,22,948362,140995,618194,2,10,82813,1767953,3816,0,10,0
Bacteroides_uniformis_57318,700105049,ERR912052,20,947224,140922,617458,5,11,82741,1765817,3816,0,11,0
Bacteroides_uniformis_57318,700105049,ERR912099,15,947358,140892,617536,2,9,82772,1765999,3837,0,9,0
Bacteroides_uniformis_57318,700105153,700105312,24,1341550,201069,874717,5,16,115325,2503981,4845,1,15,0
Bacteroides_uniformis_57318,700105153,700120753,27,1342349,201319,875263,4,20,115299,2505687,4803,0,20,0
Bacteroides_uniformis_57318,700105312,700120753,24,1375163,206459,896781,3,17,117988,2567456,4899,1,16,0
Bacteroides_uniformis_57318,700106754,700113975,57,1007935,150790,657287,9,41,87238,1880681,3942,3,38,0
Bacteroides_uniformis_57318,700106754,700161429,46,1013320,151325,660820,10,27,87654,1890909,3897,2,25,0
Bacteroides_uniformis_57318,700106754,700161872,51,1006063,150530,656062,9,34,87147,1877088,3951,2,32,0
Bacteroides_uniformis_57318,700113762,700117766,60,1383983,207910,902569,11,35,118775,2583985,4947,1,34,0
Bacteroides_uniformis_57318,700113762,ERR912038,40,1391941,209158,907711,11,22,119352,2598837,4944,1,21,0
Bacteroides_uniformis_57318,700113762,ERR912175,43,1377915,206868,898521,14,20,118306,2572355,4902,2,18,0
Bacteroides_uniformis_57318,700113975,700161429,43,1010409,151025,658861,9,27,87420,1885260,3903,3,24,0
Bacteroides_uniformis_57318,700113975,700161872,48,1006813,150760,656449,10,32,87172,1878242,3933,3,29,0
Bacteroides_uniformis_57318,700116730,ERR912075,8,1152652,172374,751671,2,6,99956,2150668,4389,0,6,0
Bacteroides_uniformis_57318,700117239,700163982,2,1002201,148984,653298,1,1,86957,1869052,3885,0,1,0
Bacteroides_uniformis_57318,700117766,ERR912038,65,1395798,209531,910284,10,46,119795,2606038,5019,2,44,0
Bacteroides_uniformis_57318,700117766,ERR912175,70,1381702,207238,901084,15,44,118723,2579549,4980,3,41,0
Bacteroides_uniformis_57318,700161429,700161872,36,1011022,151135,659207,11,19,87508,1886213,3900,2,17,0
Bacteroides_uniformis_57318,SRR341621,SRR413557,16,731451,108800,476849,5,7,64005,1363443,3099,0,7,0
Bacteroides_uniformis_57318,SRR341632,SRR341709,8,942079,138552,613472,1,4,83421,1753185,3810,0,4,0
Bacteroides_uniformis_57318,SRR341632,SRR341719,6,929375,136541,605174,1,3,82479,1729218,3825,0,3,0
Bacteroides_uniformis_57318,SRR413618,SRR413659,26,1020865,152683,665926,8,13,88109,1905994,3675,0,13,0
Bacteroides_uniformis_57318,ERR911956,ERR912022,31,1072365,160085,699265,6,24,92767,2000945,4083,1,23,0
Bacteroides_uniformis_57318,ERR911956,ERR912188,51,1065348,159040,694652,8,34,92052,1987848,4056,1,33,0
Bacteroides_uniformis_57318,ERR911977,1089279-24-0-0_,24,1049004,157019,684006,2,19,90647,1957357,4014,0,19,0
Bacteroides_uniformis_57318,ERR912001,ERR912052,25,1037927,155193,676653,7,13,90044,1935910,4005,0,13,0
Bacteroides_uniformis_57318,ERR912001,ERR912099,19,1037537,155019,676342,4,10,90043,1934960,4023,0,10,0
Bacteroides_uniformis_57318,ERR912002,ERR912033,43,1020090,152461,665262,11,23,88365,1903548,3873,2,21,0
Bacteroides_uniformis_57318,ERR912022,ERR912188,49,1064302,158825,693970,10,31,92015,1985851,4044,0,31,0
Bacteroides_uniformis_57318,ERR912024,ERR912042,52,1074032,160525,700405,9,31,92881,2004365,3969,0,31,0
Bacteroides_uniformis_57318,ERR912036,ERR912139,56,1032174,154040,673099,12,39,89640,1925664,3993,1,38,0
Bacteroides_uniformis_57318,ERR912038,ERR912175,48,1435347,215157,936072,14,30,123409,2679665,5142,3,27,0
Bacteroides_uniformis_57318,ERR912046,ERR912110,25,1045550,156126,681779,7,14,90806,1950523,4008,1,13,0
Bacteroides_uniformis_57318,ERR912052,ERR912099,21,1039733,155402,677811,7,13,90245,1939156,4032,0,13,0
