species_name,sample 1,sample 2,pair_class,core_diff,core_len,core_len_4D,core_len_1D,core_diff_4D,core_diff_1D,event_count,dedup_event_count,clonal_divergence,clonal_fraction,clonal_n,clonal_m,clonal_nn,clonal_mut_n,clonal_mut_m,clonal_mut_nn
snv_table,GCF_019041435.1,GCF_019041515.1,close_no_recombination,5,2049485,286491,1331966,0,4,0,0,0.0,1.0000314145994116,204910,3784256,6732,0,4,0
snv_table,GCF_019041435.1,GCF_019041715.1,close_no_recombination,8,2050289,286609,1332479,1,4,0,0,3.484320557491289e-06,1.0000034890739649,204981,3785724,6732,0,4,0
snv_table,GCF_019041435.1,GCF_019041755.1,close_no_recombination,22,2049474,286491,1331960,4,13,0,0,1.0452961672473868e-05,1.0000314145994116,204908,3784243,6729,0,13,0
snv_table,GCF_019041435.1,GCF_019041765.1,close_no_recombination,7,2050289,286609,1332479,1,4,0,0,3.484320557491289e-06,1.0000034890739649,204981,3785724,6732,0,4,0
snv_table,GCF_019041435.1,GCF_019041815.1,close_no_recombination,10,2049485,286491,1331966,3,6,0,0,6.968641114982578e-06,1.0000314145994116,204910,3784256,6732,0,6,0
snv_table,GCF_019041435.1,GCF_019041855.1,close_no_recombination,7,2050228,286600,1332437,1,6,0,0,3.484320557491289e-06,1.0,204975,3785604,6732,0,6,0
snv_table,GCF_019041515.1,GCF_019041605.1,close_no_recombination,6,2049485,286491,1331966,2,3,0,0,3.484320557491289e-06,1.0000314145994116,204910,3784256,6732,0,3,0
snv_table,GCF_019041515.1,GCF_019041655.1,close_no_recombination,12,2049299,286472,1331853,2,8,0,0,3.484320557491289e-06,1.0000279259404061,204889,3783938,6732,0,8,0
snv_table,GCF_019041515.1,GCF_019041715.1,close_no_recombination,1,2049485,286491,1331966,0,0,0,0,0.0,1.0000314145994116,204910,3784256,6732,0,0,0
snv_table,GCF_019041515.1,GCF_019041755.1,close_no_recombination,19,2049474,286491,1331960,4,11,0,0,1.0452961672473868e-05,1.0000314145994116,204908,3784243,6729,0,11,0
snv_table,GCF_019041515.1,GCF_019041765.1,close_no_recombination,6,2049485,286491,1331966,0,4,0,0,0.0,1.0000314145994116,204910,3784256,6732,0,4,0
snv_table,GCF_019041515.1,GCF_019041815.1,close_no_recombination,11,2049485,286491,1331966,3,6,0,0,6.968641114982578e-06,1.0000314145994116,204910,3784256,6732,0,6,0
snv_table,GCF_019041515.1,GCF_019041855.1,close_no_recombination,4,2049424,286482,1331924,0,3,0,0,0.0,1.0000279249656174,204904,3784136,6732,0,3,0
snv_table,GCF_019041605.1,GCF_019041715.1,close_no_recombination,7,2050289,286609,1332479,2,3,0,0,3.484320557491289e-06,1.0000034890739649,204981,3785724,6732,0,3,0
snv_table,GCF_019041605.1,GCF_019041755.1,close_no_recombination,15,2049474,286491,1331960,2,10,0,0,6.968641114982578e-06,1.0000314145994116,204908,3784243,6729,0,10,0
snv_table,GCF_019041605.1,GCF_019041765.1,close_no_recombination,10,2050289,286609,1332479,2,5,0,0,3.484320557491289e-06,1.0000034890739649,204981,3785724,6732,0,5,0
snv_table,GCF_019041605.1,GCF_019041815.1,close_no_recombination,9,2049485,286491,1331966,1,7,0,0,3.484320557491289e-06,1.0000314145994116,204910,3784256,6732,0,7,0
snv_table,GCF_019041605.1,GCF_019041855.1,close_no_recombination,14,2050228,286600,1332437,2,9,0,0,3.484320557491289e-06,1.0,204975,3785604,6732,0,9,0
snv_table,GCF_019041655.1,GCF_019041755.1,close_no_recombination,15,2049349,286482,1331886,2,11,0,0,6.968641114982578e-06,1.0000279249656174,204894,3784035,6729,0,11,0
snv_table,GCF_019041655.1,GCF_019041815.1,close_no_recombination,13,2049299,286472,1331853,1,10,0,0,3.484320557491289e-06,1.0000279259404061,204889,3783938,6732,0,10,0
snv_table,GCF_019041715.1,GCF_019041755.1,close_no_recombination,20,2049474,286491,1331960,4,11,0,0,1.0452961672473868e-05,1.0000314145994116,204908,3784243,6729,0,11,0
snv_table,GCF_019041715.1,GCF_019041765.1,close_no_recombination,7,2050289,286609,1332479,0,4,0,0,0.0,1.0000034890739649,204981,3785724,6732,0,4,0
snv_table,GCF_019041715.1,GCF_019041815.1,close_no_recombination,12,2049485,286491,1331966,3,6,0,0,6.968641114982578e-06,1.0000314145994116,204910,3784256,6732,0,6,0
snv_table,GCF_019041715.1,GCF_019041855.1,close_no_recombination,9,2050228,286600,1332437,0,6,0,0,0.0,1.0,204975,3785604,6732,0,6,0
snv_table,GCF_019041755.1,GCF_019041765.1,close_no_recombination,21,2049474,286491,1331960,4,11,0,0,1.0452961672473868e-05,1.0000314145994116,204908,3784243,6729,0,11,0
snv_table,GCF_019041755.1,GCF_019041815.1,close_no_recombination,18,2049474,286491,1331960,3,11,0,0,1.0452961672473868e-05,1.0000314145994116,204908,3784243,6729,0,11,0
snv_table,GCF_019041755.1,GCF_019041855.1,close_no_recombination,19,2049413,286482,1331918,4,10,0,0,1.0452961672473868e-05,1.0000279249656174,204902,3784123,6729,0,10,0
snv_table,GCF_019041765.1,GCF_019041815.1,close_no_recombination,9,2049635,286511,1332065,3,4,0,0,6.968641114982578e-06,1.0000314124065044,204924,3784536,6735,0,4,0
snv_table,GCF_019041765.1,GCF_019041855.1,close_no_recombination,6,2050228,286600,1332437,0,4,0,0,0.0,1.0,204975,3785604,6732,0,4,0
snv_table,GCF_019041815.1,GCF_019041855.1,close_no_recombination,7,2049424,286482,1331924,3,3,0,0,6.968641114982578e-06,1.0000279249656174,204904,3784136,6732,0,3,0
snv_table,GCF_019127815.1,GCF_019127895.1,close_no_recombination,14,2048369,286369,1331233,1,10,0,0,3.484320557491289e-06,1.0000034919980865,204724,3782261,6714,1,9,0
snv_table,GCF_019128075.1,GCF_019128415.1,close_no_recombination,3,2046365,286210,1330011,1,2,0,0,3.484320557491289e-06,1.0,204475,3778955,6603,0,2,0
snv_table,GCF_019128215.1,GCF_019128325.1,close_no_recombination,24,2047716,286384,1330888,6,16,0,0,1.7421602787456446e-05,1.0000209508911113,204636,3781374,6654,1,15,0
snv_table,GCF_019128215.1,GCF_019128615.1,close_no_recombination,20,2047652,286377,1330845,4,15,0,0,1.0452961672473868e-05,1.0000104757016102,204631,3781250,6654,1,14,0
snv_table,GCF_019128215.1,GCF_019128655.1,close_no_recombination,8,2046801,286259,1330286,4,3,0,0,6.968641114982578e-06,1.0000034933399473,204549,3779658,6651,0,3,0
snv_table,GCF_019128215.1,GCF_019128665.1,close_no_recombination,9,2047723,286384,1330893,4,4,0,0,1.0452961672473868e-05,1.0000209508911113,204637,3781388,6654,0,4,0
snv_table,GCF_019128215.1,GCF_019128745.1,close_no_recombination,4,2046809,286259,1330291,2,2,0,0,3.484320557491289e-06,1.0000034933399473,204550,3779672,6651,0,2,0
snv_table,GCF_019128215.1,GCF_019128755.1,close_no_recombination,9,2046809,286259,1330291,5,3,0,0,1.0452961672473868e-05,1.0000034933399473,204550,3779672,6651,0,3,0
snv_table,GCF_019128215.1,GCF_019128815.1,close_no_recombination,10,2046809,286259,1330291,5,3,0,0,1.0452961672473868e-05,1.0000034933399473,204550,3779672,6651,0,3,0
snv_table,GCF_019128215.1,GCF_040911985.1,close_no_recombination,54,2045293,286044,1329324,4,41,0,0,1.0452961672473868e-05,1.0000209757939338,204408,3776922,6642,1,40,0
snv_table,GCF_019128325.1,GCF_019128655.1,close_no_recombination,16,2046801,286259,1330286,2,13,0,0,6.968641114982578e-06,1.0000034933399473,204549,3779658,6651,1,12,0
snv_table,GCF_019128325.1,GCF_019128665.1,close_no_recombination,19,2048450,286491,1331359,2,15,0,0,6.968641114982578e-06,1.0000314145994116,204701,3782722,6654,1,14,0
snv_table,GCF_019128325.1,GCF_019128745.1,close_no_recombination,20,2046801,286259,1330286,4,14,0,0,1.0452961672473868e-05,1.0000034933399473,204549,3779658,6651,1,13,0
snv_table,GCF_019128325.1,GCF_019128755.1,close_no_recombination,17,2047536,286366,1330757,3,13,0,0,1.0452961672473868e-05,1.0000139681386757,204614,3781006,6651,1,12,0
snv_table,GCF_019128325.1,GCF_019128815.1,close_no_recombination,18,2046801,286259,1330286,3,13,0,0,1.0452961672473868e-05,1.0000034933399473,204549,3779658,6651,1,12,0
snv_table,GCF_019128325.1,GCF_040911985.1,close_no_recombination,46,2046021,286151,1329791,4,33,0,0,1.3937282229965156e-05,1.0000314519257316,204472,3778259,6642,0,33,0
snv_table,GCF_019128615.1,GCF_019128655.1,close_no_recombination,20,2046737,286252,1330243,4,14,0,0,1.0452961672473868e-05,1.0000279474029876,204544,3779534,6651,1,13,0
snv_table,GCF_019128615.1,GCF_019128665.1,close_no_recombination,21,2047651,286377,1330845,4,15,0,0,1.3937282229965156e-05,1.0000104757016102,204631,3781250,6654,1,14,0
snv_table,GCF_019128615.1,GCF_019128745.1,close_no_recombination,16,2046737,286252,1330243,2,13,0,0,6.968641114982578e-06,1.0000279474029876,204544,3779534,6651,1,12,0
snv_table,GCF_019128615.1,GCF_019128755.1,close_no_recombination,21,2046737,286252,1330243,5,14,0,0,1.3937282229965156e-05,1.0000279474029876,204544,3779534,6651,1,13,0
snv_table,GCF_019128615.1,GCF_019128815.1,close_no_recombination,22,2046737,286252,1330243,5,14,0,0,1.3937282229965156e-05,1.0000279474029876,204544,3779534,6651,1,13,0
snv_table,GCF_019128615.1,GCF_040911985.1,close_no_recombination,42,2045222,286037,1329277,2,32,0,0,6.968641114982578e-06,1.0000104881536305,204402,3776787,6642,0,32,0
snv_table,GCF_019128655.1,GCF_019128665.1,close_no_recombination,1,2046800,286259,1330286,0,1,0,0,0.0,1.0000034933399473,204549,3779658,6651,0,1,0
snv_table,GCF_019128655.1,GCF_019128745.1,close_no_recombination,4,2046801,286259,1330286,2,1,0,0,3.484320557491289e-06,1.0000034933399473,204549,3779658,6651,0,1,0
snv_table,GCF_019128655.1,GCF_019128755.1,close_no_recombination,1,2046801,286259,1330286,1,0,0,0,3.484320557491289e-06,1.0000034933399473,204549,3779658,6651,0,0,0
snv_table,GCF_019128655.1,GCF_019128815.1,close_no_recombination,2,2046801,286259,1330286,1,0,0,0,3.484320557491289e-06,1.0000034933399473,204549,3779658,6651,0,0,0
snv_table,GCF_019128655.1,GCF_040911985.1,close_no_recombination,54,2044370,285919,1328717,4,40,0,0,1.048951048951049e-05,1.0000034974940455,204320,3775192,6639,1,39,0
snv_table,GCF_019128665.1,GCF_019128745.1,close_no_recombination,5,2046808,286259,1330291,2,2,0,0,3.484320557491289e-06,1.0000034933399473,204550,3779672,6651,0,2,0
snv_table,GCF_019128665.1,GCF_019128755.1,close_no_recombination,4,2047810,286402,1330934,1,2,0,0,3.484320557491289e-06,1.0000279327658326,204634,3781517,6651,0,2,0
snv_table,GCF_019128665.1,GCF_019128815.1,close_no_recombination,3,2046808,286259,1330291,1,1,0,0,3.484320557491289e-06,1.0000034933399473,204550,3779672,6651,0,1,0
snv_table,GCF_019128665.1,GCF_040911985.1,close_no_recombination,57,2046294,286187,1329967,4,42,0,0,1.3937282229965156e-05,1.0000104826564449,204492,3778767,6642,1,41,0
snv_table,GCF_019128745.1,GCF_019128755.1,close_no_recombination,5,2046809,286259,1330291,3,1,0,0,6.968641114982578e-06,1.0000034933399473,204550,3779672,6651,0,1,0
snv_table,GCF_019128745.1,GCF_019128815.1,close_no_recombination,6,2046809,286259,1330291,3,1,0,0,6.968641114982578e-06,1.0000034933399473,204550,3779672,6651,0,1,0
snv_table,GCF_019128745.1,GCF_040911985.1,close_no_recombination,50,2044378,285919,1328722,2,39,0,0,6.993006993006993e-06,1.0000034974940455,204321,3775206,6639,1,38,0
snv_table,GCF_019128755.1,GCF_019128815.1,close_no_recombination,1,2046809,286259,1330291,0,0,0,0,0.0,1.0000034933399473,204550,3779672,6651,0,0,0
snv_table,GCF_019128755.1,GCF_040911985.1,close_no_recombination,55,2045380,286062,1329365,5,40,0,0,1.3937282229965156e-05,1.00002796596542,204405,3777051,6639,1,39,0
snv_table,GCF_019128815.1,GCF_040911985.1,close_no_recombination,56,2044378,285919,1328722,5,40,0,0,1.3986013986013986e-05,1.0000034974940455,204321,3775206,6639,1,39,0
snv_table,GCF_019129475.1,GCF_019129485.1,close_no_recombination,1,2023687,282884,1314972,0,1,0,0,0.0,1.0000212101073231,202118,3736180,6618,0,1,0
snv_table,GCF_019129475.1,GCF_019129515.1,close_no_recombination,5,2023687,282884,1314972,0,4,0,0,0.0,1.0000212101073231,202118,3736180,6618,0,4,0
snv_table,GCF_019129475.1,GCF_019129535.1,close_no_recombination,7,2023687,282884,1314972,1,5,0,0,3.533568904593639e-06,1.0000212101073231,202118,3736180,6618,0,5,0
snv_table,GCF_019129475.1,GCF_019129555.1,close_no_recombination,11,2023258,282819,1314697,2,8,0,0,7.067137809187279e-06,1.0000035358303367,202090,3735383,6618,0,8,0
snv_table,GCF_019129475.1,GCF_019129575.1,close_no_recombination,4,2023687,282884,1314972,0,4,0,0,0.0,1.0000212101073231,202118,3736180,6618,0,4,0
snv_table,GCF_019129475.1,GCF_019129595.1,close_no_recombination,6,2023251,282818,1314692,1,5,0,0,3.533568904593639e-06,1.0000070716856777,202089,3735369,6618,0,5,0
snv_table,GCF_019129475.1,GCF_019129605.1,close_no_recombination,11,2023258,282819,1314697,1,8,0,0,3.533568904593639e-06,1.0000035358303367,202090,3735383,6618,0,8,0
snv_table,GCF_019129475.1,GCF_019129635.1,close_no_recombination,10,2023664,282878,1314957,1,7,0,0,3.533568904593639e-06,1.0000070701857338,202117,3736136,6618,0,7,0
snv_table,GCF_019129475.1,GCF_019129675.1,close_no_recombination,5,2023687,282884,1314972,0,4,0,0,0.0,1.0000212101073231,202118,3736180,6618,0,4,0
snv_table,GCF_019129485.1,GCF_019129515.1,close_no_recombination,4,2023695,282884,1314977,0,3,0,0,0.0,1.0000212101073231,202119,3736194,6618,0,3,0
snv_table,GCF_019129485.1,GCF_019129535.1,close_no_recombination,6,2023695,282884,1314977,1,4,0,0,3.533568904593639e-06,1.0000212101073231,202119,3736194,6618,0,4,0
snv_table,GCF_019129485.1,GCF_019129555.1,close_no_recombination,10,2023266,282819,1314702,2,7,0,0,7.067137809187279e-06,1.0000035358303367,202091,3735397,6618,0,7,0
snv_table,GCF_019129485.1,GCF_019129575.1,close_no_recombination,3,2023687,282884,1314972,0,3,0,0,0.0,1.0000212101073231,202118,3736180,6618,0,3,0
snv_table,GCF_019129485.1,GCF_019129595.1,close_no_recombination,5,2023259,282818,1314697,1,4,0,0,3.533568904593639e-06,1.0000070716856777,202090,3735383,6618,0,4,0
snv_table,GCF_019129485.1,GCF_019129605.1,close_no_recombination,10,2023266,282819,1314702,1,7,0,0,3.533568904593639e-06,1.0000035358303367,202091,3735397,6618,0,7,0
snv_table,GCF_019129485.1,GCF_019129635.1,close_no_recombination,9,2023664,282878,1314957,1,6,0,0,3.533568904593639e-06,1.0000070701857338,202117,3736136,6618,0,6,0
snv_table,GCF_019129485.1,GCF_019129675.1,close_no_recombination,4,2023695,282884,1314977,0,3,0,0,0.0,1.0000212101073231,202119,3736194,6618,0,3,0
snv_table,GCF_019129515.1,GCF_019129535.1,close_no_recombination,4,2023708,282884,1314986,1,1,0,0,3.533568904593639e-06,1.0000212101073231,202120,3736220,6618,0,1,0
snv_table,GCF_019129515.1,GCF_019129555.1,close_no_recombination,8,2023279,282819,1314711,2,4,0,0,7.067137809187279e-06,1.0000035358303367,202092,3735423,6618,0,4,0
snv_table,GCF_019129515.1,GCF_019129575.1,close_no_recombination,1,2023700,282884,1314981,0,0,0,0,0.0,1.0000212101073231,202119,3736206,6618,0,0,0
snv_table,GCF_019129515.1,GCF_019129595.1,close_no_recombination,3,2023272,282818,1314706,1,1,0,0,3.533568904593639e-06,1.0000070716856777,202091,3735409,6618,0,1,0
snv_table,GCF_019129515.1,GCF_019129605.1,close_no_recombination,8,2023279,282819,1314711,1,4,0,0,3.533568904593639e-06,1.0000035358303367,202092,3735423,6618,0,4,0
snv_table,GCF_019129515.1,GCF_019129635.1,close_no_recombination,5,2023677,282878,1314966,1,3,0,0,3.533568904593639e-06,1.0000070701857338,202118,3736162,6618,0,3,0
snv_table,GCF_019129515.1,GCF_019129675.1,close_no_recombination,4,2023708,282884,1314986,0,2,0,0,0.0,1.0000212101073231,202120,3736220,6618,0,2,0
snv_table,GCF_019129535.1,GCF_019129555.1,close_no_recombination,8,2023279,282819,1314711,3,3,0,0,1.060070671378092e-05,1.0000035358303367,202092,3735423,6618,0,3,0
snv_table,GCF_019129535.1,GCF_019129575.1,close_no_recombination,3,2023700,282884,1314981,1,1,0,0,3.533568904593639e-06,1.0000212101073231,202119,3736206,6618,0,1,0
snv_table,GCF_019129535.1,GCF_019129595.1,close_no_recombination,5,2023272,282818,1314706,2,2,0,0,7.067137809187279e-06,1.0000070716856777,202091,3735409,6618,0,2,0
snv_table,GCF_019129535.1,GCF_019129605.1,close_no_recombination,4,2023279,282819,1314711,0,3,0,0,0.0,1.0000035358303367,202092,3735423,6618,0,3,0
snv_table,GCF_019129535.1,GCF_019129635.1,close_no_recombination,7,2023677,282878,1314966,0,4,0,0,0.0,1.0000070701857338,202118,3736162,6618,0,4,0
snv_table,GCF_019129535.1,GCF_019129675.1,close_no_recombination,4,2023708,282884,1314986,1,3,0,0,3.533568904593639e-06,1.0000212101073231,202120,3736220,6618,0,3,0
snv_table,GCF_019129535.1,GCF_019129775.1,close_no_recombination,5,2023708,282884,1314986,3,1,0,0,1.060070671378092e-05,1.0000212101073231,202120,3736220,6618,0,1,0
snv_table,GCF_019129555.1,GCF_019129575.1,close_no_recombination,7,2023271,282819,1314706,2,4,0,0,7.067137809187279e-06,1.0000035358303367,202091,3735409,6618,0,4,0
snv_table,GCF_019129555.1,GCF_019129595.1,close_no_recombination,7,2023272,282818,1314706,1,5,0,0,3.533568904593639e-06,1.0000070716856777,202091,3735409,6618,0,5,0
snv_table,GCF_019129555.1,GCF_019129605.1,close_no_recombination,6,2023279,282819,1314711,3,2,0,0,1.060070671378092e-05,1.0000035358303367,202092,3735423,6618,0,2,0
snv_table,GCF_019129555.1,GCF_019129635.1,close_no_recombination,4,2023248,282813,1314691,2,1,0,0,7.067137809187279e-06,1.0000247513374563,202090,3735365,6618,0,1,0
snv_table,GCF_019129555.1,GCF_019129675.1,close_no_recombination,10,2023279,282819,1314711,2,6,0,0,7.067137809187279e-06,1.0000035358303367,202092,3735423,6618,0,6,0
snv_table,GCF_019129555.1,GCF_019129775.1,close_no_recombination,7,2023279,282819,1314711,2,4,0,0,7.067137809187279e-06,1.0000035358303367,202092,3735423,6618,0,4,0
snv_table,GCF_019129575.1,GCF_019129595.1,close_no_recombination,2,2023264,282818,1314701,1,1,0,0,3.533568904593639e-06,1.0000070716856777,202090,3735395,6618,0,1,0
snv_table,GCF_019129575.1,GCF_019129605.1,close_no_recombination,7,2023271,282819,1314706,1,4,0,0,3.533568904593639e-06,1.0000035358303367,202091,3735409,6618,0,4,0
snv_table,GCF_019129575.1,GCF_019129635.1,close_no_recombination,6,2023677,282878,1314966,1,3,0,0,3.533568904593639e-06,1.0000070701857338,202118,3736162,6618,0,3,0
snv_table,GCF_019129575.1,GCF_019129675.1,close_no_recombination,3,2023700,282884,1314981,0,2,0,0,0.0,1.0000212101073231,202119,3736206,6618,0,2,0
