species_name,sample 1,sample 2,pair_class,core_diff,core_len,core_len_4D,core_len_1D,core_diff_4D,core_diff_1D,event_count,dedup_event_count,clonal_divergence,clonal_fraction,recomb_len_4D,recomb_len_1D,recomb_diff_4D,recomb_diff_1D,clonal_len_4D,clonal_len_1D,clonal_diff_4D,clonal_diff_1D,clonal_n,clonal_m,clonal_nn,recomb_n,recomb_m,recomb_nn,clonal_mut_n,clonal_mut_m,clonal_mut_nn,recomb_mut_n,recomb_mut_m,recomb_mut_nn
snv_table,GCF_003436605.1,GCF_021412685.1,close_recombination,1249,2048839,286421,1331539,481,296,13,13,1.6129032258064517e-05,0.8625764172319768,39370,182658,477,260,247051,1148881,4,36,176741,3264019,5883,28107,519048,819,2,34,0,0,260,0
snv_table,GCF_003436855.1,GCF_021412685.1,close_recombination,1287,2049624,286534,1332050,496,309,13,13,2.8455284552845528e-05,0.8563381658023131,41170,191567,488,264,245364,1140483,8,45,175311,3240315,5823,29580,544245,876,1,44,0,0,264,0
snv_table,GCF_003437875.1,GCF_047308005.1,close_recombination,585,2029622,283937,1319160,210,156,9,9,7.063197026022304e-05,0.9452448958747891,15550,71855,191,104,268387,1247305,19,52,191902,3543788,6225,10945,204269,351,2,50,0,0,104,0
snv_table,GCF_003459365.1,GCF_028394795.1,close_recombination,1905,2036788,284828,1323722,752,471,29,29,0.0001244444444444,0.7872821492269019,60590,279338,724,390,224238,1044384,28,81,161248,2966723,5181,42350,794296,1368,1,80,0,0,390,0
snv_table,GCF_003459365.1,GCF_028396015.1,close_recombination,1023,2048466,286400,1331279,383,263,17,17,3.4883720930232556e-05,0.9005935754189944,28470,129625,374,194,257930,1201654,9,69,185442,3413538,5982,19329,368904,642,1,68,0,0,194,0
snv_table,GCF_003459535.1,GCF_019042015.1,close_recombination,2215,2027333,283540,1317560,785,587,16,16,0.0001095890410958,0.7795020102983706,62520,289587,751,475,221020,1027973,34,112,158021,2920864,5034,44473,822755,1533,5,107,0,2,473,0
snv_table,GCF_003459535.1,GCF_021410705.1,close_recombination,2431,2030454,283843,1319612,922,573,21,21,0.000127358490566,0.7466803831695691,71903,335921,893,476,211940,983691,29,97,151171,2795006,4896,51758,954322,1683,1,96,0,3,473,0
snv_table,GCF_003459535.1,GCF_040928465.1,close_recombination,1859,2016756,281994,1310589,689,490,19,19,7.488986784140969e-05,0.8018964942516508,55864,257963,672,393,226130,1052626,17,97,161929,2990651,5298,39535,733100,1254,2,95,0,0,393,0
snv_table,GCF_003459535.1,GCF_040928505.1,close_recombination,1884,2006935,280790,1304235,693,506,16,16,0.00012,0.8070087966095658,54190,250272,659,386,226600,1053963,34,120,162020,2994571,5298,38317,711293,1206,3,117,0,1,385,0
snv_table,GCF_003459535.1,GCF_047307425.1,close_recombination,2726,2034113,284411,1322000,1013,649,25,25,9.178743961352657e-05,0.7309492248893327,76521,356562,991,546,207890,965438,22,103,148279,2743205,4830,55013,1012918,1755,2,101,0,1,545,0
snv_table,GCF_003459535.1,GCF_047310325.1,close_recombination,2212,2034648,284478,1322327,802,570,23,23,0.0001141552511415,0.7719753372844297,64868,296861,773,464,219610,1025466,29,106,158500,2912792,5106,44846,844258,1479,3,103,0,2,462,0
snv_table,GCF_003459715.1,GCF_003475695.1,close_recombination,2227,2032888,284296,1321222,825,533,34,34,6.542056074766355e-05,0.7586459183386329,68620,316510,805,458,215676,1004712,20,75,155101,2854082,4953,48066,899850,1614,0,75,0,4,454,0
snv_table,GCF_003459715.1,GCF_021891045.1,close_recombination,105,2035409,284651,1322846,31,43,2,2,4.225352112676056e-05,0.9974319429757844,740,3377,19,14,283911,1319469,12,29,202872,3748926,6609,520,9605,6,0,29,0,0,14,0
snv_table,GCF_003459715.1,GCF_021891195.1,close_recombination,1970,1947433,272361,1265595,702,487,34,34,0.0001076233183856,0.815278252025804,50320,232848,678,404,222041,1032747,24,83,158977,2934110,5154,35558,661786,1200,0,83,0,4,400,0
snv_table,GCF_003459715.1,GCF_027671015.1,close_recombination,639,2034555,284524,1322294,211,183,16,16,1.5444015444015444e-05,0.9093081778690023,25810,119875,207,131,258714,1202419,4,52,184960,3416318,5979,18372,340626,627,1,51,0,1,130,0
snv_table,GCF_003459715.1,GCF_027686305.1,close_recombination,96,2035473,284671,1322890,21,39,1,1,2.456140350877193e-05,0.9978536626491634,620,2877,13,5,284051,1320013,8,34,202924,3750509,6606,448,8177,6,0,34,0,0,5,0
snv_table,GCF_003459715.1,GCF_027686505.1,close_recombination,78,2034445,284506,1322219,19,31,1,1,1.7605633802816902e-05,0.9978348435533873,620,2860,13,5,283886,1319359,6,26,202866,3748605,6606,447,8127,6,1,25,0,0,5,0
snv_table,GCF_003459715.1,GCF_030541685.1,close_recombination,590,2034814,284570,1322458,198,165,16,16,2.2900763358778624e-05,0.9199142565976737,22790,105598,192,122,261780,1216860,6,43,187323,3457203,6054,16024,300215,555,0,43,0,0,122,0
snv_table,GCF_003459715.1,GCF_030546205.1,close_recombination,589,2034650,284540,1322347,199,163,14,14,4.9429657794676805e-05,0.9234202572573276,21790,101194,186,124,262750,1221153,13,39,187942,3469463,6054,15395,287632,555,0,39,0,0,124,0
snv_table,GCF_003459715.1,GCF_040921925.1,close_recombination,1215,2018785,282436,1312100,413,306,19,19,6.910569105691057e-05,0.8683029075613591,37200,171794,396,245,245236,1140306,17,61,175472,3239833,5613,26134,488354,894,1,60,0,1,244,0
snv_table,GCF_003459715.1,GCF_040921935.1,close_recombination,1208,2032105,284202,1320710,413,299,21,21,4.838709677419355e-05,0.8706835279132448,36760,169656,401,237,247442,1151054,12,62,177282,3270171,5709,25775,482317,876,0,62,0,1,236,0
snv_table,GCF_003459715.1,GCF_047307925.1,close_recombination,599,2034118,284470,1322024,199,169,14,14,4.9429657794676805e-05,0.9241396280802897,21580,100234,186,120,262890,1221790,13,49,188021,3471298,6051,15260,284896,546,3,46,0,0,120,0
snv_table,GCF_003459715.1,GCF_047638235.1,close_recombination,1368,2029421,283854,1318953,464,367,24,24,6.122448979591836e-05,0.8639300485460836,38630,177859,446,299,245224,1141094,18,68,175750,3241901,5631,26982,505644,951,2,66,0,3,296,0
snv_table,GCF_003460125.1,GCF_003465015.1,close_recombination,1870,2048626,286428,1331394,742,416,17,17,9.871244635193133e-05,0.8100465038334241,54410,251919,717,316,232018,1079475,25,100,166202,3066721,5502,38569,715988,1200,0,100,0,1,315,0
snv_table,GCF_003466785.1,GCF_003475695.1,close_recombination,2221,2032758,284272,1321136,829,527,31,31,8.530805687203791e-05,0.7397492542353802,73990,340597,811,463,210282,980539,18,64,151403,2785408,4806,51764,968266,1761,2,62,0,4,459,0
snv_table,GCF_003466785.1,GCF_021891045.1,close_recombination,103,2034921,284578,1322529,34,39,2,2,4.225352112676056e-05,0.9973715466409913,750,3394,21,15,283828,1319135,13,24,202848,3747948,6609,517,9659,6,2,22,0,0,15,0
snv_table,GCF_003466785.1,GCF_021891195.1,close_recombination,1967,1946957,272288,1265283,705,482,33,33,8.67579908675799e-05,0.8062051944999412,52770,244065,683,411,219518,1021218,22,71,157253,2901319,5082,37259,693664,1272,2,69,0,4,407,0
snv_table,GCF_003466785.1,GCF_027671015.1,close_recombination,636,2034431,284501,1322212,215,179,15,15,2.3166023166023165e-05,0.9083272115036503,26090,120795,209,136,258411,1201417,6,43,184947,3413331,5973,18385,343367,633,3,40,0,1,135,0
snv_table,GCF_003466785.1,GCF_027686305.1,close_recombination,88,2034628,284545,1322341,24,31,1,1,2.8169014084507043e-05,0.9978737985204449,610,2835,13,5,283935,1319506,11,26,202879,3749033,6606,445,8054,6,2,24,0,0,5,0
snv_table,GCF_003466785.1,GCF_027686505.1,close_recombination,71,2034458,284507,1322230,19,27,1,1,1.7605633802816902e-05,0.9978664848316562,610,2835,13,5,283897,1319395,6,22,202870,3748709,6606,445,8054,6,3,19,0,0,5,0
snv_table,GCF_003466785.1,GCF_030541685.1,close_recombination,585,2034660,284543,1322356,198,161,15,15,1.9157088122605363e-05,0.9146947912969218,24280,112321,193,128,260263,1210035,5,33,186289,3437822,5994,17057,319291,615,2,31,0,0,128,0
snv_table,GCF_003466785.1,GCF_030546205.1,close_recombination,586,2034496,284513,1322245,203,159,15,15,3.435114503816794e-05,0.9201688499295287,22720,105131,194,123,261793,1217114,9,36,187380,3457944,6018,15956,298846,591,2,34,0,0,123,0
snv_table,GCF_003466785.1,GCF_040921925.1,close_recombination,1210,2018631,282409,1311998,415,302,20,20,4.098360655737705e-05,0.8657656094529566,37910,174827,402,245,244499,1137171,13,57,175029,3230886,5598,26576,496996,909,3,54,0,1,244,0
snv_table,GCF_003466785.1,GCF_040921935.1,close_recombination,1204,2031964,284177,1320616,417,294,20,20,4.4715447154471546e-05,0.8649186950386555,38390,177104,406,245,245787,1143512,11,49,176147,3248719,5670,26909,503488,915,2,47,0,1,244,0
snv_table,GCF_003466785.1,GCF_047307925.1,close_recombination,596,2033825,284423,1321834,201,165,15,15,3.435114503816794e-05,0.9205303368574271,22610,104716,192,122,261813,1217118,9,43,187371,3457971,6012,15900,297663,585,5,38,0,0,122,0
snv_table,GCF_003466785.1,GCF_047638235.1,close_recombination,1363,2028945,283781,1318641,467,362,25,25,5.714285714285714e-05,0.8652446781144615,38250,175786,450,297,245531,1142855,17,65,176119,3246803,5643,26590,499829,939,4,61,0,3,294,0
snv_table,GCF_003466945.1,GCF_019127815.1,close_recombination,2322,2039798,285193,1325683,845,580,27,27,0.0001346153846153,0.7286644482858976,77390,354804,817,501,207803,970879,28,79,150211,2757503,4923,53659,1009007,1746,2,77,0,4,497,0
snv_table,GCF_003466945.1,GCF_019127895.1,close_recombination,2319,2039598,285166,1325556,844,580,27,27,0.0001387559808612,0.7299958620592918,77000,352923,815,498,208166,972633,29,82,150476,2762503,4920,53378,1003642,1749,2,80,0,3,495,0
snv_table,GCF_003466945.1,GCF_021410225.1,close_recombination,1577,2040732,285319,1326275,575,390,21,21,6.694560669456067e-05,0.8346447309853182,47180,215526,559,306,238139,1110749,16,84,171645,3155016,5586,32319,613182,1077,1,83,0,2,304,0
snv_table,GCF_003466945.1,GCF_024790525.1,close_recombination,2791,2020868,282616,1313348,1018,680,28,28,0.0001761658031088,0.6872576216491635,88386,405583,977,572,194230,907765,41,108,140452,2578145,4698,61474,1153355,1920,1,107,0,4,568,0
snv_table,GCF_003466945.1,GCF_028199465.1,close_recombination,2509,2019265,282439,1312313,905,607,31,31,0.0001442307692307,0.7506045553199098,70439,322020,863,480,212000,990293,42,127,152980,2812838,5061,48758,915784,1518,1,126,0,5,475,0
snv_table,GCF_003466945.1,GCF_028199675.1,close_recombination,2536,2020584,282615,1313156,915,619,33,33,0.0001428571428571,0.7529678184102047,69815,319099,876,497,212800,994057,39,122,153559,2823509,5103,48308,907489,1500,0,122,0,6,491,0
snv_table,GCF_003467565.1,GCF_028201295.1,close_recombination,2958,2036386,284700,1323430,1110,670,42,42,3.664921465968586e-05,0.6704250087811732,93830,434529,1102,583,190870,888901,8,87,136974,2525109,4620,66653,1234891,2043,1,86,0,1,582,0
snv_table,GCF_003469525.1,GCF_047308005.1,close_recombination,600,2029537,283941,1319125,213,160,10,10,8.178438661710037e-05,0.9456894213938811,15430,71402,191,106,268511,1247723,22,54,192005,3544948,6216,10828,203018,360,2,52,0,0,106,0
snv_table,GCF_003471775.1,GCF_047948285.1,close_recombination,1976,2031806,284219,1320514,724,509,29,29,6.341463414634146e-05,0.7203600040813598,79480,369146,710,434,204739,951368,14,75,146772,2702508,4824,56340,1049331,1767,1,74,0,0,434,0
snv_table,GCF_003475435.1,GCF_027683305.1,close_recombination,2250,2022317,282913,1314350,881,523,17,17,6.140350877192983e-05,0.8053359159883073,55073,254663,866,468,227840,1059687,15,55,163084,3010607,5370,39076,723701,1212,0,55,0,2,465,1
snv_table,GCF_003475695.1,GCF_021891045.1,close_recombination,2272,2033105,284319,1321361,847,536,33,33,0.0001116279069767,0.7580217994576515,68800,317792,820,463,215519,1003569,27,73,154979,2850775,4953,48214,903539,1623,0,73,0,4,459,0
snv_table,GCF_003475695.1,GCF_021891195.1,close_recombination,405,1947740,272370,1265804,150,103,8,8,3.4883720930232556e-05,0.9470940265080589,14410,65700,141,79,257960,1200104,9,24,184875,3409365,6072,9743,187042,315,0,24,0,2,77,0
snv_table,GCF_003475695.1,GCF_027660715.1,close_recombination,2223,2032964,284296,1321267,826,530,33,33,7.87037037037037e-05,0.759982553395053,68240,314932,806,462,216056,1006335,20,68,155360,2858668,4977,47829,895368,1599,0,68,0,4,458,0
snv_table,GCF_003475695.1,GCF_027671015.1,close_recombination,1924,2032599,284242,1321033,716,465,27,27,8.583690987124464e-05,0.8178594296409397,51780,238354,696,391,232462,1082679,20,74,167013,3075621,5403,36136,677756,1170,1,73,0,5,386,0
snv_table,GCF_003475695.1,GCF_027686305.1,close_recombination,2269,2032779,284281,1321150,842,534,32,32,6.666666666666667e-05,0.7446505394310559,72600,335064,822,472,211681,986086,20,62,152174,2801221,4863,50977,952505,1710,0,62,0,4,468,0
snv_table,GCF_003475695.1,GCF_027686505.1,close_recombination,2257,2032376,284213,1320888,842,529,33,33,6.19047619047619e-05,0.7448990721747422,72510,334572,823,467,211703,986316,19,62,152331,2801775,4842,50792,951202,1722,1,61,0,4,463,0
snv_table,GCF_003475695.1,GCF_030541685.1,close_recombination,1880,2032957,284295,1321258,704,448,25,25,8.974358974358975e-05,0.8214354807506288,50770,233749,682,387,233525,1087509,22,61,167721,3089385,5421,35460,664623,1164,0,61,0,4,383,0
snv_table,GCF_003475695.1,GCF_030546205.1,close_recombination,1875,2032793,284265,1321147,703,446,24,24,8.189655172413794e-05,0.8150845162084674,52570,241645,684,389,231695,1079502,19,57,166616,3066502,5388,36555,687183,1197,0,57,0,4,385,0
snv_table,GCF_003475695.1,GCF_040921925.1,close_recombination,1583,2017238,282204,1311094,605,379,24,24,6.46551724137931e-05,0.8209663931056966,50530,232391,590,319,231674,1078703,15,60,166308,3064401,5400,35169,660903,1101,0,60,0,4,315,0
snv_table,GCF_003475695.1,GCF_040921935.1,close_recombination,1580,2030814,284015,1319862,605,372,25,25,6.41025641025641e-05,0.823900146119043,50020,229822,590,311,233995,1090040,15,61,168170,3096463,5487,34769,653599,1098,0,61,0,3,308,0
snv_table,GCF_003475695.1,GCF_047307925.1,close_recombination,1885,2032515,284240,1320985,703,452,26,26,8.898305084745763e-05,0.8270123839009288,49170,226485,682,378,235070,1094500,21,74,168812,3109243,5445,34317,644016,1122,1,73,0,6,372,0
snv_table,GCF_003475695.1,GCF_047638235.1,close_recombination,1671,2027556,283573,1317745,624,423,25,25,9.4017094017094e-05,0.8287107728874047,48580,224030,598,348,234993,1093715,26,75,168625,3107006,5514,33954,637068,1068,2,73,0,3,345,0
snv_table,GCF_003568805.2,GCF_024022975.1,close_recombination,29,2021582,282609,1313707,11,11,1,1,3.533568904593639e-06,0.9998620001486153,40,127,10,5,282569,1313580,1,6,201930,3732213,6597,9,369,3,0,6,0,0,5,0
snv_table,GCF_003568805.2,GCF_024759565.1,close_recombination,2131,2017109,281993,1310798,764,557,36,36,0.0001466666666666,0.7963672857127659,57430,266928,730,405,224563,1043870,34,152,160986,2965404,5220,40487,758956,1341,1,151,0,2,403,0
snv_table,GCF_003568805.2,GCF_024789245.1,close_recombination,2147,2012964,281457,1308079,766,570,35,35,0.0001318181818181,0.7821798711703741,61310,285200,733,413,220147,1022879,33,157,157540,2905991,5106,43475,810706,1419,1,154,2,2,411,0
snv_table,GCF_004167625.1,GCF_040922025.1,close_recombination,67,2044556,285889,1328761,8,35,1,1,6.993006993006993e-06,0.9998635834187395,40,176,6,4,285849,1328585,2,31,204388,3774737,6630,25,503,0,2,29,0,0,4,0
snv_table,GCF_007556395.1,GCF_007556405.1,close_recombination,38,2037604,284873,1324159,8,25,1,1,3.5087719298245615e-06,0.9997788488203515,70,317,7,2,284803,1323842,1,23,203480,3761425,6621,33,912,6,0,23,0,0,2,0
snv_table,GCF_008728395.1,GCF_015561035.1,close_recombination,767,2020146,282479,1312867,277,198,11,11,5.3435114503816794e-05,0.9272547693810868,20550,93867,263,124,261929,1219000,14,74,188265,3462627,6108,13660,267449,492,2,72,0,0,123,1
snv_table,GCF_008728395.1,GCF_019129355.1,close_recombination,671,2020621,282559,1313161,238,171,12,12,5.703422053231939e-05,0.928655608209259,20160,90776,223,97,262399,1222385,15,74,188617,3472349,6189,13340,258574,414,1,73,0,0,96,1
snv_table,GCF_008728395.1,GCF_021406445.1,close_recombination,691,2016333,281946,1310369,247,182,13,13,3.39622641509434e-05,0.9398253566285742,16970,75748,238,103,264976,1234621,9,79,190554,3507054,6255,10987,215927,330,3,76,0,0,102,1
snv_table,GCF_008728395.1,GCF_028199555.1,close_recombination,713,2020322,282501,1312973,272,180,14,14,4.511278195488722e-05,0.9447046205146177,15621,69909,257,109,266880,1243064,15,71,191690,3531226,6276,10253,199153,321,0,71,0,1,107,1
snv_table,GCF_008728395.1,GCF_047307865.1,close_recombination,872,2020056,282467,1312800,320,232,17,17,5.363984674329502e-05,0.925134617495141,21147,95401,303,134,261320,1217399,17,98,187854,3458190,6153,14056,271697,450,0,98,0,2,131,1
snv_table,GCF_009025375.1,GCF_013368705.1,close_recombination,2132,2047388,286276,1330582,796,527,16,16,0.000125,0.7807849767357375,62760,288284,766,406,223516,1042298,30,121,161068,2960501,5325,43563,819879,1410,6,115,0,3,403,0
snv_table,GCF_009025375.1,GCF_015555645.1,close_recombination,3235,2044270,285835,1328561,1219,760,25,25,0.0001428571428571,0.6599611664071929,97200,447946,1190,639,188635,880615,29,121,136140,2501190,4515,68235,1273410,2193,2,119,0,1,638,0
snv_table,GCF_009025375.1,GCF_024047375.1,close_recombination,3868,2048402,286394,1331250,1461,900,30,30,7.065217391304347e-05,0.6418779723038891,102570,472398,1448,810,183824,858852,13,90,132702,2439372,4482,72037,1342937,2220,2,88,0,4,806,0
snv_table,GCF_009025375.1,GCF_024461205.1,close_recombination,2562,2042842,285617,1327643,968,606,18,18,0.0001363636363636,0.7690718689713848,65960,302597,936,493,219657,1025046,32,113,158369,2911528,5241,45835,860495,1461,2,111,0,1,492,0
snv_table,GCF_009025375.1,GCF_024461385.1,close_recombination,2382,2042954,285635,1327720,907,560,19,19,0.000131221719457,0.7715090937735222,65270,299352,876,447,220365,1028368,31,113,158932,2920928,5244,45287,851308,1461,1,112,0,1,446,0
snv_table,GCF_009025375.1,GCF_028396205.1,close_recombination,3232,2043978,285792,1328374,1217,761,25,25,0.0001428571428571,0.660095454036502,97150,447752,1188,639,188642,880622,29,122,136129,2501222,4515,68228,1272832,2196,2,120,0,1,638,0
snv_table,GCF_009025375.1,GCF_028396285.1,close_recombination,3235,2044270,285835,1328561,1219,760,25,25,0.0001428571428571,0.6599611664071929,97200,447946,1190,639,188635,880615,29,121,136140,2501190,4515,68235,1273410,2193,2,119,0,1,638,0
snv_table,GCF_009025375.1,GCF_039760295.1,close_recombination,908,2047428,286228,1330620,347,237,9,9,4.247104247104247e-05,0.902357561105133,27950,128382,336,187,258278,1202238,11,50,185133,3415410,6171,19502,365074,570,3,47,0,1,186,0
snv_table,GCF_009025375.1,GCF_039760315.1,close_recombination,921,2047586,286245,1330723,350,245,10,10,3.875968992248062e-05,0.9009065660535556,28370,130312,340,196,257875,1200411,10,49,184862,3410191,6180,19796,370564,576,3,46,0,1,195,0
snv_table,GCF_009025375.1,GCF_039760335.1,close_recombination,929,2047363,286230,1330583,352,254,10,10,5.4054054054054054e-05,0.9019669496558711,28060,128858,338,197,258170,1201725,14,57,185060,3413941,6174,19573,366419,582,4,53,0,1,196,0
snv_table,GCF_009025375.1,GCF_040098345.1,close_recombination,3792,2042767,285631,1327602,1489,724,21,21,0.0001018518518518,0.7550651014770806,69970,320679,1466,605,215661,1006923,23,119,155850,2859777,5142,48340,912134,1563,1,118,0,2,603,0
snv_table,GCF_012976745.1,GCF_040922025.1,close_recombination,56,2044948,285944,1329013,10,25,1,1,1.3986013986013986e-05,0.9998810955991383,40,182,6,4,285904,1328831,4,21,204420,3775443,6630,23,523,0,0,21,0,0,4,0
snv_table,GCF_013368705.1,GCF_015555645.1,close_recombination,2064,2044079,285847,1328426,775,512,13,13,0.0001728971962616,0.7516608535335336,70990,327919,733,397,214857,1000507,42,115,154165,2842145,5211,50147,932098,1512,5,110,0,2,395,0
snv_table,GCF_013368705.1,GCF_020560185.1,close_recombination,2412,2048263,286403,1331142,902,607,14,14,0.0001722488038277,0.7305789394664162,77170,356420,857,482,209233,974722,45,125,150234,2768859,5073,54440,1013155,1665,4,121,0,4,478,0
snv_table,GCF_013368705.1,GCF_024047375.1,close_recombination,2920,2048055,286381,1331012,1121,701,25,25,8.962264150943396e-05,0.7385964851020145,74870,345459,1102,595,211511,985553,19,106,151973,2799481,5205,52697,982159,1521,5,101,0,6,589,0
snv_table,GCF_013368705.1,GCF_024461205.1,close_recombination,1049,2043632,285752,1328152,358,307,11,11,0.0001460674157303,0.9319969763991153,19440,88478,319,183,266312,1239674,39,124,191072,3521692,6258,13170,251796,468,8,116,0,2,181,0
snv_table,GCF_013368705.1,GCF_024461385.1,close_recombination,745,2043776,285773,1328251,249,225,8,8,0.0001444444444444,0.9439660149839209,16020,73194,210,104,269753,1255057,39,121,193235,3565588,6348,11023,208172,387,7,114,0,0,104,0
snv_table,GCF_013368705.1,GCF_028396205.1,close_recombination,2068,2044118,285847,1328453,775,515,13,13,0.0001775700934579,0.7516608535335336,70990,327861,733,399,214857,1000592,42,116,154182,2842380,5214,50136,931932,1515,5,111,0,2,397,0
snv_table,GCF_013368705.1,GCF_028396285.1,close_recombination,2064,2044079,285847,1328426,775,512,13,13,0.0001728971962616,0.7516608535335336,70990,327919,733,397,214857,1000507,42,115,154165,2842145,5211,50147,932098,1512,5,110,0,2,395,0
snv_table,GCF_013368705.1,GCF_039760295.1,close_recombination,1700,2045988,286058,1329678,625,439,9,9,0.0001452991452991,0.8163379454516217,52540,241960,590,328,233518,1087718,35,111,167754,3089817,5583,36722,688006,1152,9,102,0,2,326,0
snv_table,GCF_013368705.1,GCF_039760315.1,close_recombination,1706,2046188,286078,1329809,625,441,9,9,0.0001495726495726,0.8163857409517684,52530,241919,589,329,233548,1087890,36,112,167784,3090285,5601,36717,687888,1152,9,103,0,2,327,0
snv_table,GCF_013368705.1,GCF_039760335.1,close_recombination,1722,2047045,286224,1330363,627,454,9,9,0.0001581196581196,0.8163536251327631,52570,242087,589,334,233654,1088276,38,120,167825,3091405,5598,36727,688382,1152,10,110,0,2,332,0
snv_table,GCF_013368705.1,GCF_040095755.1,close_recombination,4258,2042055,285529,1327106,1564,1018,19,19,0.0001639344262295,0.6374483852778526,103520,477436,1528,907,182009,849670,36,111,131662,2412953,4395,72377,1357639,2292,6,105,0,5,902,0
snv_table,GCF_013368705.1,GCF_040098345.1,close_recombination,2225,2042441,285619,1327376,855,405,11,11,0.0001149425287356,0.9165356646441588,23840,108477,817,271,261779,1218899,38,134,187885,3462641,6171,16242,308628,561,7,127,0,1,270,0
snv_table,GCF_015555055.1,GCF_018289355.1,close_recombination,543,2041204,285467,1326611,185,159,4,4,4.4943820224719104e-05,0.9350993284687897,18530,85440,173,124,266937,1241171,12,35,191176,3526094,6243,12861,243063,396,2,33,0,0,124,0
snv_table,GCF_015555055.1,GCF_028200935.1,close_recombination,273,2048948,286476,1331632,88,82,1,1,1.444043321299639e-05,0.9661542328153143,9700,44174,84,71,276776,1287458,4,11,198480,3657468,6426,6358,125930,234,0,11,0,0,71,0
snv_table,GCF_015555055.1,GCF_028201045.1,close_recombination,283,2049207,286514,1331803,92,87,1,1,2.5270758122743684e-05,0.9661657021995435,9700,44167,84,71,276814,1287636,8,16,198502,3657980,6426,6351,125916,234,0,16,0,0,71,0
snv_table,GCF_015555055.1,GCF_028201315.1,close_recombination,366,2048950,286483,1331640,106,134,1,1,7.942238267148014e-05,0.9661655316371303,9700,44170,84,72,276783,1287470,22,62,198465,3657528,6417,6351,125925,234,3,59,0,0,72,0
snv_table,GCF_015555055.1,GCF_028395215.1,close_recombination,272,2048699,286439,1331471,90,80,1,1,2.1660649819494583e-05,0.9661044759966345,9710,44214,84,71,276729,1287257,6,9,198443,3656902,6426,6364,126044,234,0,9,0,0,71,0
snv_table,GCF_015555055.1,GCF_028395235.1,close_recombination,306,2048081,286346,1331069,97,92,1,1,3.2490974729241876e-05,0.9661388669651401,9700,44177,84,71,276646,1286892,13,21,198395,3655867,6414,6360,125937,234,1,20,0,0,71,0
snv_table,GCF_015555055.1,GCF_028395285.1,close_recombination,275,2049207,286514,1331803,88,84,1,1,1.444043321299639e-05,0.9661657021995435,9700,44167,84,71,276814,1287636,4,13,198502,3657980,6426,6351,125916,234,0,13,0,0,71,0
