index,sample_1,sample_2,identical_fraction,num_blocks,num_identical_blocks
47,GCF_000012825.1,GCF_018289355.1,0.043052837573385516,511,22
48,GCF_000012825.1,GCF_019041415.1,0.2618110236220472,508,133
49,GCF_000012825.1,GCF_019041435.1,0.2618110236220472,508,133
50,GCF_000012825.1,GCF_019041515.1,0.2554027504911591,509,130
51,GCF_000012825.1,GCF_019041535.1,0.442495126705653,513,227
52,GCF_000012825.1,GCF_019041605.1,0.265748031496063,508,135
53,GCF_000012825.1,GCF_019041655.1,0.265748031496063,508,135
54,GCF_000012825.1,GCF_019041715.1,0.25984251968503935,508,132
55,GCF_000012825.1,GCF_019041755.1,0.2618110236220472,508,133
56,GCF_000012825.1,GCF_019041765.1,0.25736738703339884,509,131
57,GCF_000012825.1,GCF_019041815.1,0.2618110236220472,508,133
58,GCF_000012825.1,GCF_019041855.1,0.2637795275590551,508,134
59,GCF_000012825.1,GCF_019042015.1,0.23983739837398374,492,118
60,GCF_000012825.1,GCF_019042195.1,0.04811715481171548,478,23
61,GCF_000012825.1,GCF_019127815.1,0.162,500,81
62,GCF_000012825.1,GCF_019127895.1,0.162,500,81
63,GCF_000012825.1,GCF_019128075.1,0.04056795131845842,493,20
64,GCF_000012825.1,GCF_019128215.1,0.055445544554455446,505,28
65,GCF_000012825.1,GCF_019128325.1,0.038539553752535496,493,19
66,GCF_000012825.1,GCF_019128415.1,0.034482758620689655,493,17
67,GCF_000012825.1,GCF_019128615.1,0.038539553752535496,493,19
68,GCF_000012825.1,GCF_019128655.1,0.04056795131845842,493,20
69,GCF_000012825.1,GCF_019128665.1,0.038539553752535496,493,19
70,GCF_000012825.1,GCF_019128745.1,0.038539553752535496,493,19
71,GCF_000012825.1,GCF_019128755.1,0.038539553752535496,493,19
72,GCF_000012825.1,GCF_019128815.1,0.04259634888438134,493,21
73,GCF_000012825.1,GCF_019129355.1,0.012578616352201259,477,6
74,GCF_000012825.1,GCF_019129475.1,0.037267080745341616,483,18
75,GCF_000012825.1,GCF_019129485.1,0.03734439834024896,482,18
76,GCF_000012825.1,GCF_019129515.1,0.033126293995859216,483,16
77,GCF_000012825.1,GCF_019129535.1,0.03112033195020747,482,15
78,GCF_000012825.1,GCF_019129555.1,0.03941908713692946,482,19
79,GCF_000012825.1,GCF_019129575.1,0.03941908713692946,482,19
80,GCF_000012825.1,GCF_019129595.1,0.037267080745341616,483,18
81,GCF_000012825.1,GCF_019129605.1,0.03734439834024896,482,18
82,GCF_000012825.1,GCF_019129635.1,0.03734439834024896,482,18
83,GCF_000012825.1,GCF_019129675.1,0.03941908713692946,482,19
84,GCF_000012825.1,GCF_019129775.1,0.031055900621118012,483,15
85,GCF_000012825.1,GCF_019131875.1,0.0636182902584493,503,32
86,GCF_000012825.1,GCF_020091465.1,0.044715447154471545,492,22
87,GCF_000012825.1,GCF_020538405.1,0.0511727078891258,469,24
88,GCF_000012825.1,GCF_020558905.1,0.03885480572597137,489,19
89,GCF_000012825.1,GCF_020559185.1,0.03696098562628337,487,18
90,GCF_000012825.1,GCF_020560185.1,0.43339960238568587,503,218
91,GCF_000012825.1,GCF_020560775.1,0.042283298097251586,473,20
92,GCF_000012825.1,GCF_020560835.1,0.04051172707889126,469,19
93,GCF_000012825.1,GCF_020563555.1,0.047516198704103674,463,22
94,GCF_000012825.1,GCF_020827875.1,0.028017241379310345,464,13
95,GCF_000012825.1,GCF_020885715.1,0.0196078431372549,459,9
96,GCF_000012825.1,GCF_020885775.1,0.008695652173913044,460,4
97,GCF_000012825.1,GCF_020885855.1,0.008695652173913044,460,4
98,GCF_000012825.1,GCF_021406445.1,0.0020920502092050207,478,1
99,GCF_000012825.1,GCF_021410085.1,0.05084745762711865,472,24
100,GCF_000012825.1,GCF_021410115.1,0.038461538461538464,494,19
101,GCF_000012825.1,GCF_021410225.1,0.17706237424547283,497,88
102,GCF_000012825.1,GCF_021410585.1,0.04056795131845842,493,20
103,GCF_000012825.1,GCF_021410705.1,0.18828451882845187,478,90
104,GCF_000012825.1,GCF_021411025.1,0.023157894736842106,475,11
105,GCF_000012825.1,GCF_021412685.1,0.14168377823408623,487,69
106,GCF_000012825.1,GCF_021531335.1,0.037037037037037035,486,18
107,GCF_000012825.1,GCF_021891035.1,0.06016597510373444,482,29
108,GCF_000012825.1,GCF_021891045.1,0.029350104821802937,477,14
109,GCF_000012825.1,GCF_021891195.1,0.019650655021834062,458,9
110,GCF_000012825.1,GCF_021891215.1,0.014957264957264958,468,7
111,GCF_000012825.1,GCF_021891245.1,0.1595959595959596,495,79
112,GCF_000012825.1,GCF_021891295.1,0.13617886178861788,492,67
113,GCF_000012825.1,GCF_021891395.1,0.02012072434607646,497,10
114,GCF_000012825.1,GCF_022135705.1,0.03549060542797495,479,17
115,GCF_000012825.1,GCF_022135865.1,0.037578288100208766,479,18
116,GCF_000012825.1,GCF_022135985.1,0.12248995983935743,498,61
117,GCF_000012825.1,GCF_023668145.1,0.044,500,22
118,GCF_000012825.1,GCF_023668185.1,0.052,500,26
119,GCF_000012825.1,GCF_023668565.1,0.03497942386831276,486,17
120,GCF_000012825.1,GCF_023668585.1,0.03292181069958848,486,16
121,GCF_000012825.1,GCF_023668665.1,0.03505154639175258,485,17
122,GCF_000012825.1,GCF_023668715.1,0.032989690721649485,485,16
123,GCF_000012825.1,GCF_023668875.1,0.042,500,21
124,GCF_000012825.1,GCF_023669045.1,0.048,500,24
125,GCF_000012825.1,GCF_023669145.1,0.052,500,26
126,GCF_000012825.1,GCF_023669285.1,0.0499001996007984,501,25
127,GCF_000012825.1,GCF_023669385.1,0.03512396694214876,484,17
128,GCF_000012825.1,GCF_023669405.1,0.03711340206185567,485,18
129,GCF_000012825.1,GCF_023669435.1,0.03711340206185567,485,18
130,GCF_000012825.1,GCF_024022975.1,0.052845528455284556,492,26
131,GCF_000012825.1,GCF_024047355.1,0.17234468937875752,499,86
132,GCF_000012825.1,GCF_024047375.1,0.45525291828793774,514,234
133,GCF_000012825.1,GCF_024461205.1,0.4262626262626263,495,211
134,GCF_000012825.1,GCF_024461385.1,0.4268292682926829,492,210
135,GCF_000012825.1,GCF_024463175.1,0.04294478527607362,489,21
136,GCF_000012825.1,GCF_024464715.1,0.047516198704103674,463,22
137,GCF_000012825.1,GCF_024758205.1,0.05845511482254697,479,28
138,GCF_000012825.1,GCF_024759565.1,0.0783132530120482,498,39
139,GCF_000012825.1,GCF_024789245.1,0.0744466800804829,497,37
140,GCF_000012825.1,GCF_024790525.1,0.233201581027668,506,118
141,GCF_000012825.1,GCF_024791385.1,0.07578947368421053,475,36
142,GCF_000012825.1,GCF_024792655.1,0.04462474645030426,493,22
143,GCF_000012825.1,GCF_027660715.1,0.017130620985010708,467,8
144,GCF_000012825.1,GCF_027671015.1,0.01072961373390558,466,5
145,GCF_000012825.1,GCF_027683305.1,0.21756487025948104,501,109
146,GCF_000012825.1,GCF_027686305.1,0.021413276231263382,467,10
147,GCF_000012825.1,GCF_027686505.1,0.014989293361884369,467,7
148,GCF_000012825.1,GCF_027687565.1,0.06625258799171843,483,32
149,GCF_000012825.1,GCF_028199355.1,0.17777777777777778,495,88
150,GCF_000012825.1,GCF_028199365.1,0.032119914346895075,467,15
151,GCF_000012825.1,GCF_028199395.1,0.07407407407407407,486,36
152,GCF_000012825.1,GCF_028199435.1,0.0720164609053498,486,35
153,GCF_000012825.1,GCF_028199455.1,0.053388090349075976,487,26
154,GCF_000012825.1,GCF_028199465.1,0.16396761133603238,494,81
155,GCF_000012825.1,GCF_028199485.1,0.05465587044534413,494,27
156,GCF_000012825.1,GCF_028199505.1,0.006550218340611353,458,3
157,GCF_000012825.1,GCF_028199515.1,0.14052953156822812,491,69
158,GCF_000012825.1,GCF_028199555.1,0.008438818565400843,474,4
159,GCF_000012825.1,GCF_028199575.1,0.024896265560165973,482,12
160,GCF_000012825.1,GCF_028199595.1,0.05060728744939271,494,25
161,GCF_000012825.1,GCF_028199605.1,0.029227557411273485,479,14
162,GCF_000012825.1,GCF_028199635.1,0.15737051792828685,502,79
163,GCF_000012825.1,GCF_028199655.1,0.05263157894736842,494,26
164,GCF_000012825.1,GCF_028199675.1,0.1700404858299595,494,84
165,GCF_000012825.1,GCF_028199695.1,0.06860706860706861,481,33
166,GCF_000012825.1,GCF_028199715.1,0.05465587044534413,494,27
167,GCF_000012825.1,GCF_028199725.1,0.04462474645030426,493,22
168,GCF_000012825.1,GCF_028199755.1,0.028925619834710745,484,14
169,GCF_000012825.1,GCF_028199775.1,0.05060728744939271,494,25
170,GCF_000012825.1,GCF_028199785.1,0.038539553752535496,493,19
171,GCF_000012825.1,GCF_028199815.1,0.05263157894736842,494,26
172,GCF_000012825.1,GCF_028199835.1,0.029106029106029108,481,14
173,GCF_000012825.1,GCF_028199855.1,0.029106029106029108,481,14
174,GCF_000012825.1,GCF_028199875.1,0.03861788617886179,492,19
175,GCF_000012825.1,GCF_028199885.1,0.05465587044534413,494,27
176,GCF_000012825.1,GCF_028199915.1,0.029045643153526972,482,14
177,GCF_000012825.1,GCF_028199925.1,0.029106029106029108,481,14
178,GCF_000012825.1,GCF_028199955.1,0.036585365853658534,492,18
179,GCF_000012825.1,GCF_028199975.1,0.02702702702702703,481,13
180,GCF_000012825.1,GCF_028199985.1,0.04051172707889126,469,19
181,GCF_000012825.1,GCF_028199995.1,0.029106029106029108,481,14
182,GCF_000012825.1,GCF_028200035.1,0.031185031185031187,481,15
183,GCF_000012825.1,GCF_028200075.1,0.04065040650406504,492,20
184,GCF_000012825.1,GCF_028200095.1,0.05454545454545454,495,27
185,GCF_000012825.1,GCF_028200115.1,0.042682926829268296,492,21
186,GCF_000012825.1,GCF_028200155.1,0.18218623481781376,494,90
187,GCF_000012825.1,GCF_028200165.1,0.19230769230769232,494,95
188,GCF_000012825.1,GCF_028200195.1,0.07010309278350516,485,34
189,GCF_000012825.1,GCF_028200215.1,0.07407407407407407,486,36
190,GCF_000012825.1,GCF_028200225.1,0.0720164609053498,486,35
191,GCF_000012825.1,GCF_028200255.1,0.07407407407407407,486,36
192,GCF_000012825.1,GCF_028200275.1,0.031055900621118012,483,15
193,GCF_000012825.1,GCF_028200295.1,0.030042918454935622,466,14
194,GCF_000012825.1,GCF_028200305.1,0.055441478439425054,487,27
195,GCF_000012825.1,GCF_028200325.1,0.02145922746781116,466,10
196,GCF_000012825.1,GCF_028200355.1,0.028985507246376812,483,14
197,GCF_000012825.1,GCF_028200395.1,0.14940239043824702,502,75
198,GCF_000012825.1,GCF_028200405.1,0.049484536082474224,485,24
199,GCF_000012825.1,GCF_028200455.1,0.046908315565031986,469,22
200,GCF_000012825.1,GCF_028200475.1,0.046908315565031986,469,22
201,GCF_000012825.1,GCF_028200495.1,0.05543710021321962,469,26
202,GCF_000012825.1,GCF_028200515.1,0.046908315565031986,469,22
203,GCF_000012825.1,GCF_028200525.1,0.053304904051172705,469,25
204,GCF_000012825.1,GCF_028200555.1,0.04477611940298507,469,21
205,GCF_000012825.1,GCF_028200575.1,0.05531914893617021,470,26
206,GCF_000012825.1,GCF_028200745.1,0.04477611940298507,469,21
207,GCF_000012825.1,GCF_028200765.1,0.031055900621118012,483,15
208,GCF_000012825.1,GCF_028200835.1,0.0511727078891258,469,24
209,GCF_000012825.1,GCF_028200845.1,0.04477611940298507,469,21
210,GCF_000012825.1,GCF_028200875.1,0.0321285140562249,498,16
211,GCF_000012825.1,GCF_028200895.1,0.0405982905982906,468,19
212,GCF_000012825.1,GCF_028200905.1,0.15257731958762888,485,74
213,GCF_000012825.1,GCF_028200935.1,0.047058823529411764,510,24
214,GCF_000012825.1,GCF_028200955.1,0.0321285140562249,498,16
215,GCF_000012825.1,GCF_028200965.1,0.132,500,66
216,GCF_000012825.1,GCF_028200975.1,0.03112033195020747,482,15
217,GCF_000012825.1,GCF_028201015.1,0.03413654618473896,498,17
218,GCF_000012825.1,GCF_028201035.1,0.03333333333333333,480,16
219,GCF_000012825.1,GCF_028201045.1,0.04518664047151277,509,23
220,GCF_000012825.1,GCF_028201095.1,0.11570247933884298,484,56
221,GCF_000012825.1,GCF_028201115.1,0.11180124223602485,483,54
222,GCF_000012825.1,GCF_028201135.1,0.16700201207243462,497,83
223,GCF_000012825.1,GCF_028201145.1,0.04246284501061571,471,20
224,GCF_000012825.1,GCF_028201155.1,0.1706827309236948,498,85
225,GCF_000012825.1,GCF_028201165.1,0.14285714285714285,490,70
226,GCF_000012825.1,GCF_028201215.1,0.1706827309236948,498,85
227,GCF_000012825.1,GCF_028201235.1,0.1653061224489796,490,81
228,GCF_000012825.1,GCF_028201255.1,0.034334763948497854,466,16
229,GCF_000012825.1,GCF_028201265.1,0.13562753036437247,494,67
230,GCF_000012825.1,GCF_028201295.1,0.11967545638945233,493,59
231,GCF_000012825.1,GCF_028201315.1,0.050505050505050504,495,25
232,GCF_000012825.1,GCF_028201355.1,0.039337474120082816,483,19
233,GCF_000012825.1,GCF_028201375.1,0.0371900826446281,484,18
234,GCF_000012825.1,GCF_028394625.1,0.036885245901639344,488,18
235,GCF_000012825.1,GCF_028394645.1,0.02663934426229508,488,13
236,GCF_000012825.1,GCF_028394655.1,0.03483606557377049,488,17
237,GCF_000012825.1,GCF_028394725.1,0.03483606557377049,488,17
238,GCF_000012825.1,GCF_028394795.1,0.03765690376569038,478,18
239,GCF_000012825.1,GCF_028394825.1,0.024691358024691357,486,12
240,GCF_000012825.1,GCF_028394835.1,0.017094017094017096,468,8
241,GCF_000012825.1,GCF_028394965.1,0.024793388429752067,484,12
242,GCF_000012825.1,GCF_028394975.1,0.022727272727272728,484,11
243,GCF_000012825.1,GCF_028395025.1,0.02286902286902287,481,11
244,GCF_000012825.1,GCF_028395045.1,0.022727272727272728,484,11
245,GCF_000012825.1,GCF_028395165.1,0.053465346534653464,505,27
246,GCF_000012825.1,GCF_028395175.1,0.055226824457593686,507,28
247,GCF_000012825.1,GCF_028395205.1,0.047337278106508875,507,24
248,GCF_000012825.1,GCF_028395215.1,0.052941176470588235,510,27
249,GCF_000012825.1,GCF_028395235.1,0.03740157480314961,508,19
250,GCF_000012825.1,GCF_028395285.1,0.050980392156862744,510,26
251,GCF_000012825.1,GCF_028395295.1,0.02208835341365462,498,11
252,GCF_000012825.1,GCF_028395405.1,0.028112449799196786,498,14
253,GCF_000012825.1,GCF_028395425.1,0.022044088176352707,499,11
254,GCF_000012825.1,GCF_028395455.1,0.030120481927710843,498,15
255,GCF_000012825.1,GCF_028395505.1,0.026052104208416832,499,13
256,GCF_000012825.1,GCF_028395525.1,0.024096385542168676,498,12
257,GCF_000012825.1,GCF_028395605.1,0.02208835341365462,498,11
258,GCF_000012825.1,GCF_028395635.1,0.020080321285140562,498,10
259,GCF_000012825.1,GCF_028395655.1,0.05360824742268041,485,26
260,GCF_000012825.1,GCF_028395705.1,0.04742268041237113,485,23
261,GCF_000012825.1,GCF_028395745.1,0.05263157894736842,494,26
262,GCF_000012825.1,GCF_028395765.1,0.05263157894736842,494,26
263,GCF_000012825.1,GCF_028395805.1,0.044715447154471545,492,22
264,GCF_000012825.1,GCF_028395835.1,0.05465587044534413,494,27
265,GCF_000012825.1,GCF_028395935.1,0.027896995708154508,466,13
266,GCF_000012825.1,GCF_028395955.1,0.15768463073852296,501,79
267,GCF_000012825.1,GCF_028396005.1,0.15768463073852296,501,79
268,GCF_000012825.1,GCF_028396015.1,0.0395010395010395,481,19
269,GCF_000012825.1,GCF_028396085.1,0.024844720496894408,483,12
270,GCF_000012825.1,GCF_028396095.1,0.018633540372670808,483,9
271,GCF_000012825.1,GCF_028396185.1,0.026915113871635612,483,13
272,GCF_000012825.1,GCF_028396205.1,0.4415841584158416,505,223
273,GCF_000012825.1,GCF_028396215.1,0.046610169491525424,472,22
274,GCF_000012825.1,GCF_028396285.1,0.43478260869565216,506,220
275,GCF_000012825.1,GCF_028538915.1,0.1936127744510978,501,97
276,GCF_000012825.1,GCF_029076805.1,0.03680981595092025,489,18
277,GCF_000012825.1,GCF_030541685.1,0.019230769230769232,468,9
278,GCF_000012825.1,GCF_030546205.1,0.014957264957264958,468,7
279,GCF_000012825.1,GCF_036419465.1,0.03861788617886179,492,19
280,GCF_000012825.1,GCF_039734225.1,0.027083333333333334,480,13
281,GCF_000012825.1,GCF_039760255.1,0.15637860082304528,486,76
282,GCF_000012825.1,GCF_039760295.1,0.41312741312741313,518,214
283,GCF_000012825.1,GCF_039760315.1,0.41811175337186895,519,217
284,GCF_000012825.1,GCF_039760335.1,0.41312741312741313,518,214
285,GCF_000012825.1,GCF_039760355.1,0.029106029106029108,481,14
286,GCF_000012825.1,GCF_039760375.1,0.03112033195020747,482,15
287,GCF_000012825.1,GCF_039760395.1,0.035196687370600416,483,17
288,GCF_000012825.1,GCF_039760415.1,0.02702702702702703,481,13
289,GCF_000012825.1,GCF_039760425.1,0.03483606557377049,488,17
290,GCF_000012825.1,GCF_039760475.1,0.029106029106029108,481,14
291,GCF_000012825.1,GCF_040094775.1,0.10973084886128365,483,53
292,GCF_000012825.1,GCF_040095755.1,0.4115308151093439,503,207
293,GCF_000012825.1,GCF_040095815.1,0.041407867494824016,483,20
294,GCF_000012825.1,GCF_040097405.1,0.3963782696177062,497,197
295,GCF_000012825.1,GCF_040097525.1,0.31477927063339733,521,164
296,GCF_000012825.1,GCF_040098345.1,0.452,500,226
297,GCF_000012825.1,GCF_040911805.1,0.07531380753138076,478,36
298,GCF_000012825.1,GCF_040911865.1,0.06639004149377593,482,32
299,GCF_000012825.1,GCF_040911905.1,0.05732484076433121,471,27
300,GCF_000012825.1,GCF_040911985.1,0.04065040650406504,492,20
301,GCF_000012825.1,GCF_040912125.1,0.2754491017964072,501,138
302,GCF_000012825.1,GCF_040918105.1,0.032397408207343416,463,15
303,GCF_000012825.1,GCF_040918145.1,0.0367965367965368,462,17
304,GCF_000012825.1,GCF_040918225.1,0.036170212765957444,470,17
305,GCF_000012825.1,GCF_040918305.1,0.008695652173913044,460,4
306,GCF_000012825.1,GCF_040918325.1,0.057692307692307696,468,27
307,GCF_000012825.1,GCF_040918345.1,0.053304904051172705,469,25
308,GCF_000012825.1,GCF_040918365.1,0.010869565217391304,460,5
309,GCF_000012825.1,GCF_040921925.1,0.02145922746781116,466,10
310,GCF_000012825.1,GCF_040921935.1,0.021321961620469083,469,10
311,GCF_000012825.1,GCF_040921965.1,0.043010752688172046,465,20
312,GCF_000012825.1,GCF_040922005.1,0.05139186295503212,467,24
313,GCF_000012825.1,GCF_040922025.1,0.03490759753593429,487,17
314,GCF_000012825.1,GCF_040922045.1,0.03497942386831276,486,17
315,GCF_000012825.1,GCF_040922065.1,0.024640657084188913,487,12
316,GCF_000012825.1,GCF_040928345.1,0.14688128772635814,497,73
317,GCF_000012825.1,GCF_040928365.1,0.14688128772635814,497,73
318,GCF_000012825.1,GCF_040928465.1,0.18354430379746836,474,87
319,GCF_000012825.1,GCF_040928505.1,0.18046709129511676,471,85
320,GCF_000012825.1,GCF_046861415.1,0.06300813008130081,492,31
321,GCF_000012825.1,GCF_047307265.1,0.12989690721649486,485,63
322,GCF_000012825.1,GCF_047307325.1,0.11958762886597939,485,58
323,GCF_000012825.1,GCF_047307425.1,0.2065439672801636,489,101
324,GCF_000012825.1,GCF_047307725.1,0.044989775051124746,489,22
325,GCF_000012825.1,GCF_047307865.1,0.01702127659574468,470,8
326,GCF_000012825.1,GCF_047307925.1,0.012684989429175475,473,6
327,GCF_000012825.1,GCF_047308005.1,0.014925373134328358,469,7
328,GCF_000012825.1,GCF_047308905.1,0.014893617021276596,470,7
329,GCF_000012825.1,GCF_047309325.1,0.2300194931773879,513,118
330,GCF_000012825.1,GCF_047309505.1,0.04612159329140461,477,22
331,GCF_000012825.1,GCF_047310225.1,0.14398422090729784,507,73
332,GCF_000012825.1,GCF_047310325.1,0.21369294605809128,482,103
333,GCF_000012825.1,GCF_047311065.1,0.18,500,90
334,GCF_000012825.1,GCF_047311225.1,0.16326530612244897,490,80
335,GCF_000012825.1,GCF_047638235.1,0.014767932489451477,474,7
336,GCF_000012825.1,GCF_047777885.1,1.0,620,620
337,GCF_000012825.1,GCF_047948285.1,0.049281314168377825,487,24
338,GCF_000012825.1,GCF_048453055.1,0.9117647058823529,612,558
339,GCF_000012825.1,GCF_048453085.1,0.06378600823045268,486,31
340,GCF_000012825.1,GCF_051065055.1,0.02301255230125523,478,11
341,GCF_000012825.1,GCF_900445545.1,0.04073319755600815,491,20
342,GCF_000012825.1,GCF_964084965.1,0.04602510460251046,478,22
343,GCF_000012825.1,GCF_964238155.1,0.13827655310621242,499,69
344,GCF_000012825.1,GCF_964238335.1,0.21696252465483234,507,110
345,GCF_000012825.1,GCF_964238845.1,0.22090729783037474,507,112
346,GCF_000012825.1,GCF_964240005.1,0.0411522633744856,486,20
347,GCF_000012825.1,GCF_964241015.1,0.13827655310621242,499,69
348,GCF_000012825.1,GCF_964242805.1,0.0397489539748954,478,19
349,GCF_000012825.1,GCF_964242985.1,0.030181086519114688,497,15
350,GCF_000012825.1,GCF_964243165.1,0.0513347022587269,487,25
351,GCF_000012825.1,GCF_964243285.1,0.04526748971193416,486,22
352,GCF_000012825.1,GCF_964243735.1,0.10061601642710473,487,49
353,GCF_000012825.1,GCF_964245055.1,0.04225352112676056,497,21
354,GCF_000012825.1,GCF_964245225.1,0.04024144869215292,497,20
355,GCF_000012825.1,GCF_964245285.1,0.04384133611691023,479,21
356,GCF_000012825.1,GCF_964246425.1,0.3166332665330661,499,158
357,GCF_000012825.1,GCF_964248235.1,0.03822937625754527,497,19
358,GCF_000012825.1,GCF_964248265.1,0.030181086519114688,497,15
359,GCF_000012825.1,GCF_964249005.1,0.1402805611222445,499,70
360,GCF_000012825.1,GCF_964249125.1,0.03556485355648536,478,17
361,GCF_000012825.1,GCF_964249975.1,0.010683760683760684,468,5
362,GCF_000012825.1,GCF_964250055.1,0.04384133611691023,479,21
363,GCF_000012825.1,GCF_964251225.1,0.028169014084507043,497,14
364,GCF_000012825.1,GCF_964251715.1,0.31462925851703405,499,157
365,GCF_000012825.1,GCF_964252045.1,0.03347280334728033,478,16
366,GCF_000012825.1,GCF_964252195.1,0.1746987951807229,498,87
367,GCF_000012825.1,GCF_964252495.1,0.03966597077244259,479,19
368,GCF_000273295.1,GCF_000699845.1,0.0,453,0
369,GCF_000273295.1,GCF_000699865.1,0.00904977375565611,442,4
370,GCF_000273295.1,GCF_002959625.1,0.01694915254237288,472,8
371,GCF_000273295.1,GCF_003436175.1,0.004424778761061947,452,2
372,GCF_000273295.1,GCF_003436605.1,0.004347826086956522,460,2
373,GCF_000273295.1,GCF_003436855.1,0.008714596949891068,459,4
374,GCF_000273295.1,GCF_003437875.1,0.0,444,0
375,GCF_000273295.1,GCF_003438765.1,0.008988764044943821,445,4
376,GCF_000273295.1,GCF_003438835.1,0.006741573033707865,445,3
377,GCF_000273295.1,GCF_003458385.1,0.006741573033707865,445,3
378,GCF_000273295.1,GCF_003459365.1,0.006741573033707865,445,3
379,GCF_000273295.1,GCF_003459535.1,0.011111111111111112,450,5
380,GCF_000273295.1,GCF_003459715.1,0.0066815144766146995,449,3
381,GCF_000273295.1,GCF_003460125.1,0.008791208791208791,455,4
382,GCF_000273295.1,GCF_003465015.1,0.004424778761061947,452,2
383,GCF_000273295.1,GCF_003466785.1,0.0022271714922048997,449,1
384,GCF_000273295.1,GCF_003466945.1,0.0,456,0
385,GCF_000273295.1,GCF_003467565.1,0.0066518847006651885,451,3
386,GCF_000273295.1,GCF_003468905.1,0.0,440,0
387,GCF_000273295.1,GCF_003469525.1,0.0,445,0
388,GCF_000273295.1,GCF_003471775.1,0.01569506726457399,446,7
389,GCF_000273295.1,GCF_003473265.1,0.009174311926605505,436,4
390,GCF_000273295.1,GCF_003475435.1,0.004395604395604396,455,2
391,GCF_000273295.1,GCF_003475695.1,0.004415011037527594,453,2
392,GCF_000273295.1,GCF_003568805.2,0.00904977375565611,442,4
393,GCF_000273295.1,GCF_004167625.1,0.011160714285714286,448,5
394,GCF_000273295.1,GCF_007556395.1,0.004454342984409799,449,2
395,GCF_000273295.1,GCF_007556405.1,0.0022222222222222222,450,1
396,GCF_000273295.1,GCF_008728395.1,0.04395604395604396,455,20
397,GCF_000273295.1,GCF_009025375.1,0.002173913043478261,460,1
398,GCF_000273295.1,GCF_012976275.1,0.0044742729306487695,447,2
399,GCF_000273295.1,GCF_012976295.1,0.0,443,0
